"","age","degree","race","age_cat","sex","priors_count","score_num","two_year_recid"
"2421",41,"Felony","Caucasian","25 - 45","Male",0,1,0
"2427",55,"Felony","Caucasian","Greater than 45","Male",1,2,1
"2429",33,"Misdemeanor","Caucasian","25 - 45","Male",5,1,1
"2430",23,"Felony","Caucasian","Less than 25","Male",0,2,0
"2433",51,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,0
"2438",57,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,0
"2442",36,"Misdemeanor","Caucasian","25 - 45","Male",9,4,1
"2443",55,"Misdemeanor","Caucasian","Greater than 45","Male",1,1,0
"2448",26,"Felony","Caucasian","25 - 45","Male",1,3,1
"2449",25,"Felony","Caucasian","25 - 45","Male",1,6,0
"2450",66,"Felony","Caucasian","Greater than 45","Male",0,1,0
"2453",60,"Misdemeanor","Caucasian","Greater than 45","Male",18,2,1
"2455",73,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,0
"2460",56,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,1
"2462",50,"Felony","Caucasian","Greater than 45","Male",1,3,0
"2463",34,"Misdemeanor","Caucasian","25 - 45","Male",0,2,0
"2465",58,"Felony","Caucasian","Greater than 45","Male",3,2,0
"2466",48,"Felony","Caucasian","Greater than 45","Male",3,4,0
"2467",20,"Felony","Caucasian","Less than 25","Female",0,3,0
"2471",43,"Misdemeanor","Caucasian","25 - 45","Female",0,2,0
"2473",53,"Misdemeanor","Caucasian","Greater than 45","Male",1,1,1
"2474",22,"Misdemeanor","Caucasian","Less than 25","Male",0,7,0
"2476",26,"Misdemeanor","Caucasian","25 - 45","Male",9,7,1
"2479",71,"Misdemeanor","Caucasian","Greater than 45","Male",1,1,0
"2480",61,"Misdemeanor","Caucasian","Greater than 45","Female",0,1,0
"2481",22,"Misdemeanor","Caucasian","Less than 25","Female",2,5,0
"2482",54,"Misdemeanor","Caucasian","Greater than 45","Female",1,2,0
"2483",24,"Felony","Caucasian","Less than 25","Male",6,9,0
"2484",28,"Felony","Caucasian","25 - 45","Female",0,5,0
"2485",25,"Felony","Caucasian","25 - 45","Female",2,10,0
"2490",49,"Misdemeanor","Caucasian","Greater than 45","Male",1,1,0
"2494",64,"Felony","Caucasian","Greater than 45","Male",8,1,0
"2495",45,"Felony","Caucasian","Greater than 45","Female",7,2,1
"2499",58,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,0
"2500",27,"Felony","Caucasian","25 - 45","Male",0,1,0
"2506",25,"Felony","Caucasian","25 - 45","Male",9,9,1
"2509",23,"Felony","Caucasian","Less than 25","Male",2,8,1
"2517",26,"Felony","Caucasian","25 - 45","Male",10,7,1
"2519",22,"Felony","Caucasian","Less than 25","Male",0,6,0
"2522",54,"Misdemeanor","Caucasian","Greater than 45","Male",2,1,0
"2527",45,"Misdemeanor","Caucasian","Greater than 45","Male",1,1,1
"2531",27,"Felony","Caucasian","25 - 45","Female",0,5,0
"2532",20,"Felony","Caucasian","Less than 25","Male",0,4,0
"2534",28,"Felony","Caucasian","25 - 45","Male",5,5,1
"2537",23,"Felony","Caucasian","Less than 25","Male",3,6,1
"2539",44,"Felony","Caucasian","25 - 45","Female",1,1,0
"2541",30,"Felony","Caucasian","25 - 45","Male",3,2,0
"2547",33,"Felony","Caucasian","25 - 45","Male",0,1,0
"2553",24,"Felony","Caucasian","Less than 25","Male",0,2,1
"2554",31,"Felony","Caucasian","25 - 45","Male",9,8,1
"2558",62,"Misdemeanor","Caucasian","Greater than 45","Male",3,1,0
"2559",36,"Misdemeanor","Caucasian","25 - 45","Male",0,7,1
"2562",25,"Felony","Caucasian","25 - 45","Male",9,9,0
"2573",50,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,0
"2576",31,"Felony","Caucasian","25 - 45","Male",4,7,1
"2579",30,"Misdemeanor","Caucasian","25 - 45","Male",0,2,1
"2580",41,"Felony","Caucasian","25 - 45","Male",0,2,0
"2583",69,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,1
"2584",25,"Felony","Caucasian","25 - 45","Male",1,9,0
"2585",55,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,1
"2587",27,"Misdemeanor","Caucasian","25 - 45","Male",0,4,1
"2592",35,"Misdemeanor","Caucasian","25 - 45","Female",1,4,0
"2595",21,"Misdemeanor","Caucasian","Less than 25","Male",1,6,0
"2596",41,"Felony","Caucasian","25 - 45","Male",1,1,0
"2600",35,"Misdemeanor","Caucasian","25 - 45","Male",2,2,1
"2602",52,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,0
"2605",32,"Felony","Caucasian","25 - 45","Female",0,2,0
"2606",49,"Felony","Caucasian","Greater than 45","Male",5,6,1
"2609",65,"Felony","Caucasian","Greater than 45","Female",1,1,0
"2610",27,"Misdemeanor","Caucasian","25 - 45","Female",0,3,0
"2611",48,"Felony","Caucasian","Greater than 45","Male",20,8,1
"2616",40,"Misdemeanor","Caucasian","25 - 45","Male",0,2,0
"2619",27,"Misdemeanor","Caucasian","25 - 45","Male",1,2,0
"2621",35,"Misdemeanor","Caucasian","25 - 45","Male",0,10,1
"2623",47,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,0
"2624",44,"Misdemeanor","Caucasian","25 - 45","Male",2,4,0
"2628",38,"Felony","Caucasian","25 - 45","Male",17,10,0
"2630",44,"Felony","Caucasian","25 - 45","Male",2,3,1
"2632",52,"Felony","Caucasian","Greater than 45","Female",0,2,1
"2634",30,"Felony","Caucasian","25 - 45","Female",9,4,1
"2637",39,"Felony","Caucasian","25 - 45","Male",1,1,0
"2638",29,"Misdemeanor","Caucasian","25 - 45","Male",0,1,0
"2640",26,"Misdemeanor","Caucasian","25 - 45","Male",0,5,0
"2643",20,"Felony","Caucasian","Less than 25","Male",1,2,1
"2651",47,"Felony","Caucasian","Greater than 45","Male",1,1,0
"2652",30,"Felony","Caucasian","25 - 45","Male",4,4,0
"2656",24,"Felony","Caucasian","Less than 25","Male",1,3,0
"2657",45,"Felony","Caucasian","Greater than 45","Male",3,1,0
"2658",26,"Felony","Caucasian","25 - 45","Male",2,9,1
"2659",39,"Felony","Caucasian","25 - 45","Male",3,2,0
"2660",40,"Felony","Caucasian","25 - 45","Male",1,3,0
"2663",61,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,0
"2664",42,"Felony","Caucasian","25 - 45","Male",3,5,1
"2666",67,"Felony","Caucasian","Greater than 45","Male",0,1,1
"2667",23,"Felony","Caucasian","Less than 25","Male",2,6,0
"2668",31,"Felony","Caucasian","25 - 45","Male",1,4,1
"2673",31,"Misdemeanor","Caucasian","25 - 45","Male",6,3,1
"2676",33,"Felony","Caucasian","25 - 45","Male",9,4,0
"2681",39,"Felony","Caucasian","25 - 45","Female",8,7,1
"2682",65,"Felony","Caucasian","Greater than 45","Male",3,2,0
"2683",22,"Misdemeanor","Caucasian","Less than 25","Female",0,9,0
"2690",25,"Felony","Caucasian","25 - 45","Male",2,6,0
"2691",33,"Misdemeanor","Caucasian","25 - 45","Male",10,4,0
"2692",25,"Felony","Caucasian","25 - 45","Male",2,5,0
"2695",41,"Misdemeanor","Caucasian","25 - 45","Male",2,1,0
"2698",55,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,0
"2701",50,"Misdemeanor","Caucasian","Greater than 45","Male",3,4,1
"2703",65,"Misdemeanor","Caucasian","Greater than 45","Female",1,1,1
"2711",24,"Misdemeanor","Caucasian","Less than 25","Male",1,2,0
"2712",51,"Felony","Caucasian","Greater than 45","Male",3,3,1
"2715",22,"Felony","Caucasian","Less than 25","Male",2,3,1
"2718",31,"Misdemeanor","Caucasian","25 - 45","Male",0,1,0
"2721",29,"Felony","Caucasian","25 - 45","Male",6,5,1
"2726",28,"Felony","Caucasian","25 - 45","Male",9,8,1
"2736",62,"Felony","Caucasian","Greater than 45","Male",0,1,0
"2740",50,"Felony","Caucasian","Greater than 45","Male",0,1,1
"2743",26,"Misdemeanor","Caucasian","25 - 45","Male",0,2,0
"2752",27,"Felony","Caucasian","25 - 45","Female",2,5,1
"2754",29,"Felony","Caucasian","25 - 45","Male",1,4,0
"2755",46,"Felony","Caucasian","Greater than 45","Male",4,4,0
"2762",22,"Misdemeanor","Caucasian","Less than 25","Male",0,4,1
"2764",33,"Misdemeanor","Caucasian","25 - 45","Female",1,6,1
"2773",39,"Felony","Caucasian","25 - 45","Male",17,7,1
"2776",29,"Misdemeanor","Caucasian","25 - 45","Male",1,3,0
"2777",38,"Misdemeanor","Caucasian","25 - 45","Male",2,1,0
"2778",32,"Felony","Caucasian","25 - 45","Male",10,5,1
"2779",23,"Misdemeanor","Caucasian","Less than 25","Male",4,5,1
"2783",26,"Felony","Caucasian","25 - 45","Male",1,4,1
"2784",27,"Felony","Caucasian","25 - 45","Male",1,1,0
"2785",33,"Felony","Caucasian","25 - 45","Male",1,2,0
"2791",29,"Misdemeanor","Caucasian","25 - 45","Female",0,2,0
"2793",29,"Misdemeanor","Caucasian","25 - 45","Male",0,1,0
"2795",25,"Misdemeanor","Caucasian","25 - 45","Male",0,2,1
"2796",31,"Felony","Caucasian","25 - 45","Female",2,5,1
"2800",21,"Misdemeanor","Caucasian","Less than 25","Male",1,4,1
"2803",43,"Felony","Caucasian","25 - 45","Male",4,5,0
"2804",24,"Felony","Caucasian","Less than 25","Female",2,9,0
"2806",23,"Felony","Caucasian","Less than 25","Male",0,9,1
"2807",40,"Felony","Caucasian","25 - 45","Female",5,10,0
"2811",26,"Misdemeanor","Caucasian","25 - 45","Female",0,2,0
"2813",30,"Felony","Caucasian","25 - 45","Male",3,3,0
"2814",44,"Felony","Caucasian","25 - 45","Male",0,4,0
"2821",37,"Felony","Caucasian","25 - 45","Female",7,6,1
"2822",28,"Felony","Caucasian","25 - 45","Male",2,2,1
"2825",31,"Felony","Caucasian","25 - 45","Male",0,7,0
"2831",46,"Felony","Caucasian","Greater than 45","Male",0,1,0
"2832",38,"Misdemeanor","Caucasian","25 - 45","Female",1,6,1
"2837",31,"Felony","Caucasian","25 - 45","Female",2,4,1
"2840",25,"Misdemeanor","Caucasian","25 - 45","Male",6,5,1
"2841",55,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,0
"2852",25,"Misdemeanor","Caucasian","25 - 45","Female",0,4,0
"2858",27,"Felony","Caucasian","25 - 45","Male",18,9,1
"2860",21,"Felony","Caucasian","Less than 25","Male",0,7,1
"2864",23,"Misdemeanor","Caucasian","Less than 25","Female",1,6,0
"2866",27,"Misdemeanor","Caucasian","25 - 45","Male",0,3,1
"2869",54,"Felony","Caucasian","Greater than 45","Female",2,2,0
"2876",41,"Felony","Caucasian","25 - 45","Female",0,3,0
"2878",40,"Felony","Caucasian","25 - 45","Male",9,9,0
"2881",33,"Felony","Caucasian","25 - 45","Male",0,1,0
"2890",50,"Felony","Caucasian","Greater than 45","Male",1,1,0
"2891",52,"Felony","Caucasian","Greater than 45","Male",1,1,0
"2895",71,"Felony","Caucasian","Greater than 45","Male",13,2,0
"2897",39,"Felony","Caucasian","25 - 45","Female",1,4,0
"2902",27,"Felony","Caucasian","25 - 45","Male",0,4,0
"2906",24,"Felony","Caucasian","Less than 25","Male",8,9,0
"2907",37,"Felony","Caucasian","25 - 45","Female",2,8,1
"2908",26,"Felony","Caucasian","25 - 45","Male",0,3,0
"2909",29,"Felony","Caucasian","25 - 45","Male",0,2,0
"2912",46,"Felony","Caucasian","Greater than 45","Male",2,3,0
"2913",56,"Felony","Caucasian","Greater than 45","Female",10,5,1
"2919",24,"Felony","Caucasian","Less than 25","Male",2,7,1
"2921",43,"Felony","Caucasian","25 - 45","Male",2,1,0
"2922",53,"Misdemeanor","Caucasian","Greater than 45","Female",0,1,0
"2925",21,"Felony","Caucasian","Less than 25","Male",1,3,0
"2927",33,"Felony","Caucasian","25 - 45","Male",3,7,1
"2929",55,"Misdemeanor","Caucasian","Greater than 45","Male",3,3,0
"2932",44,"Misdemeanor","Caucasian","25 - 45","Male",0,1,1
"2936",50,"Felony","Caucasian","Greater than 45","Male",2,3,0
"2938",28,"Felony","Caucasian","25 - 45","Female",0,4,1
"2939",42,"Felony","Caucasian","25 - 45","Male",0,1,0
"2941",21,"Felony","Caucasian","Less than 25","Male",0,8,1
"2943",31,"Felony","Caucasian","25 - 45","Male",3,5,1
"2945",27,"Felony","Caucasian","25 - 45","Male",0,9,1
"2948",67,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,0
"2953",28,"Misdemeanor","Caucasian","25 - 45","Male",9,4,0
"2956",25,"Misdemeanor","Caucasian","25 - 45","Female",0,4,0
"2957",31,"Felony","Caucasian","25 - 45","Male",5,5,1
"2958",30,"Misdemeanor","Caucasian","25 - 45","Male",0,1,1
"2963",22,"Misdemeanor","Caucasian","Less than 25","Female",2,7,1
"2964",50,"Felony","Caucasian","Greater than 45","Male",0,1,0
"2965",58,"Felony","Caucasian","Greater than 45","Male",1,1,1
"2966",34,"Misdemeanor","Caucasian","25 - 45","Male",3,4,1
"2967",32,"Felony","Caucasian","25 - 45","Male",1,1,1
"2970",39,"Felony","Caucasian","25 - 45","Male",5,3,0
"2973",52,"Felony","Caucasian","Greater than 45","Male",7,2,0
"2975",46,"Felony","Caucasian","Greater than 45","Male",7,6,1
"2976",38,"Felony","Caucasian","25 - 45","Male",5,1,1
"2977",47,"Misdemeanor","Caucasian","Greater than 45","Male",3,5,0
"2978",32,"Felony","Caucasian","25 - 45","Male",0,1,0
"2982",20,"Felony","Caucasian","Less than 25","Male",0,10,1
"2983",32,"Felony","Caucasian","25 - 45","Female",2,10,1
"2984",21,"Misdemeanor","Caucasian","Less than 25","Male",0,5,0
"2988",52,"Felony","Caucasian","Greater than 45","Male",8,2,0
"2990",27,"Misdemeanor","Caucasian","25 - 45","Female",0,5,0
"2991",56,"Felony","Caucasian","Greater than 45","Male",0,1,0
"2992",52,"Felony","Caucasian","Greater than 45","Male",16,9,1
"2995",36,"Felony","Caucasian","25 - 45","Female",3,6,1
"3004",37,"Felony","Caucasian","25 - 45","Female",1,1,0
"3006",37,"Felony","Caucasian","25 - 45","Male",7,8,1
"3009",38,"Felony","Caucasian","25 - 45","Female",3,4,0
"3011",56,"Felony","Caucasian","Greater than 45","Male",3,2,0
"3014",57,"Felony","Caucasian","Greater than 45","Male",0,1,0
"3023",37,"Misdemeanor","Caucasian","25 - 45","Male",0,1,0
"3026",59,"Felony","Caucasian","Greater than 45","Male",2,1,0
"3029",25,"Felony","Caucasian","25 - 45","Male",5,4,1
"3031",43,"Misdemeanor","Caucasian","25 - 45","Female",3,2,1
"3032",56,"Misdemeanor","Caucasian","Greater than 45","Male",9,1,1
"3035",54,"Misdemeanor","Caucasian","Greater than 45","Female",1,2,0
"3041",42,"Felony","Caucasian","25 - 45","Female",1,3,1
"3044",28,"Felony","Caucasian","25 - 45","Male",0,2,0
"3045",32,"Felony","Caucasian","25 - 45","Male",1,3,0
"3046",31,"Felony","Caucasian","25 - 45","Female",2,1,0
"3048",25,"Felony","Caucasian","25 - 45","Female",0,4,1
"3049",32,"Felony","Caucasian","25 - 45","Female",4,2,0
"3056",27,"Felony","Caucasian","25 - 45","Female",0,2,1
"3061",34,"Felony","Caucasian","25 - 45","Male",0,2,0
"3064",44,"Felony","Caucasian","25 - 45","Male",5,2,0
"3065",57,"Felony","Caucasian","Greater than 45","Male",1,2,0
"3068",20,"Felony","Caucasian","Less than 25","Male",0,4,0
"3073",72,"Felony","Caucasian","Greater than 45","Male",7,4,0
"3077",24,"Felony","Caucasian","Less than 25","Male",3,5,1
"3079",43,"Misdemeanor","Caucasian","25 - 45","Female",0,6,0
"3084",31,"Misdemeanor","Caucasian","25 - 45","Male",1,1,0
"3086",50,"Felony","Caucasian","Greater than 45","Male",1,1,0
"3089",34,"Felony","Caucasian","25 - 45","Male",5,6,1
"3090",28,"Felony","Caucasian","25 - 45","Female",0,6,0
"3091",23,"Felony","Caucasian","Less than 25","Male",2,9,1
"3094",21,"Felony","Caucasian","Less than 25","Male",1,6,1
"3098",45,"Misdemeanor","Caucasian","Greater than 45","Male",3,3,1
"3100",31,"Felony","Caucasian","25 - 45","Male",4,8,1
"3101",56,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,0
"3105",22,"Felony","Caucasian","Less than 25","Male",0,3,0
"3109",25,"Misdemeanor","Caucasian","25 - 45","Male",1,3,0
"3112",33,"Felony","Caucasian","25 - 45","Male",0,6,1
"3116",33,"Felony","Caucasian","25 - 45","Female",1,7,0
"3124",30,"Misdemeanor","Caucasian","25 - 45","Female",1,3,0
"3126",39,"Felony","Caucasian","25 - 45","Male",9,5,1
"3127",37,"Misdemeanor","Caucasian","25 - 45","Male",4,4,1
"3128",22,"Misdemeanor","Caucasian","Less than 25","Male",3,10,1
"3129",25,"Felony","Caucasian","25 - 45","Male",0,6,0
"3131",28,"Misdemeanor","Caucasian","25 - 45","Female",0,6,0
"3133",58,"Felony","Caucasian","Greater than 45","Male",1,1,0
"3134",29,"Misdemeanor","Caucasian","25 - 45","Female",1,5,1
"3137",38,"Felony","Caucasian","25 - 45","Male",2,3,0
"3140",53,"Misdemeanor","Caucasian","Greater than 45","Male",0,2,1
"3142",58,"Misdemeanor","Caucasian","Greater than 45","Male",1,1,0
"3143",53,"Felony","Caucasian","Greater than 45","Male",2,4,0
"3144",32,"Misdemeanor","Caucasian","25 - 45","Male",0,6,1
"3146",39,"Felony","Caucasian","25 - 45","Male",1,1,0
"3148",42,"Misdemeanor","Caucasian","25 - 45","Female",5,4,1
"3150",39,"Felony","Caucasian","25 - 45","Male",0,1,0
"3151",52,"Misdemeanor","Caucasian","Greater than 45","Female",3,1,0
"3154",42,"Felony","Caucasian","25 - 45","Male",4,1,1
"3158",38,"Felony","Caucasian","25 - 45","Male",12,5,0
"3161",25,"Misdemeanor","Caucasian","25 - 45","Female",0,3,0
"3164",35,"Misdemeanor","Caucasian","25 - 45","Female",1,5,0
"3165",37,"Felony","Caucasian","25 - 45","Male",0,5,0
"3167",51,"Felony","Caucasian","Greater than 45","Female",4,3,0
"3168",39,"Felony","Caucasian","25 - 45","Male",3,4,0
"3172",32,"Felony","Caucasian","25 - 45","Male",3,6,1
"3175",47,"Misdemeanor","Caucasian","Greater than 45","Male",5,3,1
"3176",23,"Misdemeanor","Caucasian","Less than 25","Female",0,7,0
"3177",63,"Felony","Caucasian","Greater than 45","Male",10,4,1
"3183",47,"Misdemeanor","Caucasian","Greater than 45","Female",0,1,0
"3184",33,"Felony","Caucasian","25 - 45","Male",1,8,1
"3185",22,"Felony","Caucasian","Less than 25","Male",1,4,0
"3186",40,"Misdemeanor","Caucasian","25 - 45","Male",0,1,1
"3188",65,"Misdemeanor","Caucasian","Greater than 45","Female",0,1,0
"3192",26,"Felony","Caucasian","25 - 45","Female",4,3,1
"3195",52,"Felony","Caucasian","Greater than 45","Male",2,9,1
"3201",57,"Misdemeanor","Caucasian","Greater than 45","Male",1,4,0
"3203",48,"Misdemeanor","Caucasian","Greater than 45","Female",1,1,1
"3206",21,"Misdemeanor","Caucasian","Less than 25","Male",4,7,1
"3208",33,"Misdemeanor","Caucasian","25 - 45","Female",0,6,1
"3211",45,"Misdemeanor","Caucasian","Greater than 45","Female",0,1,0
"3214",27,"Misdemeanor","Caucasian","25 - 45","Male",0,2,0
"3216",49,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,0
"3220",30,"Misdemeanor","Caucasian","25 - 45","Male",0,4,0
"3225",38,"Misdemeanor","Caucasian","25 - 45","Male",0,1,0
"3226",37,"Felony","Caucasian","25 - 45","Male",0,3,0
"3227",33,"Misdemeanor","Caucasian","25 - 45","Female",0,1,1
"3232",38,"Felony","Caucasian","25 - 45","Male",5,7,1
"3234",57,"Felony","Caucasian","Greater than 45","Male",1,1,0
"3235",26,"Felony","Caucasian","25 - 45","Male",1,3,0
"3238",35,"Felony","Caucasian","25 - 45","Male",3,5,1
"3240",47,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,0
"3242",35,"Misdemeanor","Caucasian","25 - 45","Male",1,4,1
"3244",25,"Misdemeanor","Caucasian","25 - 45","Female",0,3,0
"3246",51,"Felony","Caucasian","Greater than 45","Male",6,3,1
"3248",32,"Felony","Caucasian","25 - 45","Male",0,2,1
"3255",40,"Misdemeanor","Caucasian","25 - 45","Male",0,8,1
"3257",25,"Misdemeanor","Caucasian","25 - 45","Male",0,5,1
"3259",21,"Felony","Caucasian","Less than 25","Male",2,7,1
"3260",31,"Misdemeanor","Caucasian","25 - 45","Male",3,5,0
"3263",45,"Felony","Caucasian","Greater than 45","Male",0,1,0
"3267",46,"Felony","Caucasian","Greater than 45","Male",1,1,0
"3268",47,"Felony","Caucasian","Greater than 45","Male",3,1,0
"3270",34,"Misdemeanor","Caucasian","25 - 45","Female",0,2,0
"3271",33,"Misdemeanor","Caucasian","25 - 45","Male",0,1,1
"3275",25,"Misdemeanor","Caucasian","25 - 45","Female",2,3,1
"3276",34,"Felony","Caucasian","25 - 45","Male",16,6,1
"3282",29,"Misdemeanor","Caucasian","25 - 45","Male",0,2,0
"3287",26,"Felony","Caucasian","25 - 45","Male",2,6,0
"3288",54,"Felony","Caucasian","Greater than 45","Male",2,2,0
"3296",29,"Felony","Caucasian","25 - 45","Female",2,7,1
"3297",46,"Felony","Caucasian","Greater than 45","Male",2,3,1
"3298",53,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,0
"3302",41,"Felony","Caucasian","25 - 45","Male",0,1,0
"3304",24,"Felony","Caucasian","Less than 25","Male",1,4,0
"3305",23,"Misdemeanor","Caucasian","Less than 25","Male",0,2,0
"3309",50,"Felony","Caucasian","Greater than 45","Male",9,3,1
"3313",23,"Felony","Caucasian","Less than 25","Male",0,9,1
"3316",52,"Misdemeanor","Caucasian","Greater than 45","Male",4,3,1
"3317",29,"Felony","Caucasian","25 - 45","Male",2,2,0
"3319",50,"Felony","Caucasian","Greater than 45","Male",0,1,0
"3320",26,"Felony","Caucasian","25 - 45","Male",2,2,1
"3321",34,"Felony","Caucasian","25 - 45","Female",0,8,1
"3322",28,"Felony","Caucasian","25 - 45","Female",1,7,0
"3327",45,"Felony","Caucasian","Greater than 45","Male",2,1,0
"3328",26,"Felony","Caucasian","25 - 45","Male",1,7,1
"3331",40,"Misdemeanor","Caucasian","25 - 45","Male",2,1,0
"3337",55,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,0
"3338",22,"Felony","Caucasian","Less than 25","Male",1,3,1
"3340",57,"Felony","Caucasian","Greater than 45","Male",9,4,1
"3341",33,"Misdemeanor","Caucasian","25 - 45","Male",0,3,1
"3342",32,"Felony","Caucasian","25 - 45","Male",2,1,0
"3343",47,"Felony","Caucasian","Greater than 45","Male",3,2,0
"3344",51,"Misdemeanor","Caucasian","Greater than 45","Male",6,1,1
"3346",47,"Felony","Caucasian","Greater than 45","Male",2,1,0
"3347",28,"Felony","Caucasian","25 - 45","Male",1,1,1
"3349",44,"Misdemeanor","Caucasian","25 - 45","Female",1,1,1
"3352",65,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,0
"3353",33,"Felony","Caucasian","25 - 45","Male",5,6,1
"3354",23,"Misdemeanor","Caucasian","Less than 25","Female",0,3,0
"3355",44,"Misdemeanor","Caucasian","25 - 45","Female",0,1,0
"3357",51,"Misdemeanor","Caucasian","Greater than 45","Male",1,2,0
"3359",39,"Felony","Caucasian","25 - 45","Male",6,6,0
"3361",24,"Felony","Caucasian","Less than 25","Male",1,6,0
"3367",51,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,0
"3368",22,"Felony","Caucasian","Less than 25","Male",1,7,0
"3369",29,"Felony","Caucasian","25 - 45","Male",2,2,0
"3370",32,"Felony","Caucasian","25 - 45","Male",6,2,1
"3371",33,"Misdemeanor","Caucasian","25 - 45","Male",3,4,1
"3372",58,"Felony","Caucasian","Greater than 45","Male",5,3,1
"3377",23,"Felony","Caucasian","Less than 25","Male",2,7,1
"3381",48,"Felony","Caucasian","Greater than 45","Male",2,1,0
"3382",37,"Misdemeanor","Caucasian","25 - 45","Male",4,4,1
"3383",50,"Felony","Caucasian","Greater than 45","Male",3,3,0
"3386",58,"Felony","Caucasian","Greater than 45","Male",2,5,0
"3390",31,"Felony","Caucasian","25 - 45","Male",17,8,1
"3392",57,"Felony","Caucasian","Greater than 45","Male",6,2,0
"3393",31,"Misdemeanor","Caucasian","25 - 45","Female",0,2,0
"3395",57,"Misdemeanor","Caucasian","Greater than 45","Male",12,5,0
"3399",42,"Felony","Caucasian","25 - 45","Male",0,5,0
"3402",28,"Felony","Caucasian","25 - 45","Female",0,2,0
"3404",34,"Misdemeanor","Caucasian","25 - 45","Female",3,5,0
"3408",30,"Felony","Caucasian","25 - 45","Male",7,10,1
"3411",26,"Felony","Caucasian","25 - 45","Male",2,9,1
"3412",34,"Felony","Caucasian","25 - 45","Male",0,1,1
"3413",27,"Misdemeanor","Caucasian","25 - 45","Male",0,2,0
"3416",24,"Felony","Caucasian","Less than 25","Female",0,8,0
"3418",20,"Felony","Caucasian","Less than 25","Male",0,3,0
"3419",23,"Felony","Caucasian","Less than 25","Female",0,3,0
"3423",41,"Felony","Caucasian","25 - 45","Female",3,5,0
"3426",22,"Felony","Caucasian","Less than 25","Female",2,3,0
"3430",49,"Felony","Caucasian","Greater than 45","Male",0,1,0
"3432",52,"Felony","Caucasian","Greater than 45","Male",0,1,0
"3439",33,"Felony","Caucasian","25 - 45","Male",0,2,0
"3443",37,"Misdemeanor","Caucasian","25 - 45","Male",4,1,0
"3447",36,"Felony","Caucasian","25 - 45","Female",2,3,0
"3449",34,"Misdemeanor","Caucasian","25 - 45","Male",5,2,1
"3450",20,"Misdemeanor","Caucasian","Less than 25","Male",1,5,1
"3451",24,"Felony","Caucasian","Less than 25","Male",8,9,1
"3454",34,"Felony","Caucasian","25 - 45","Male",2,7,1
"3457",27,"Misdemeanor","Caucasian","25 - 45","Male",5,4,0
"3458",44,"Felony","Caucasian","25 - 45","Male",6,6,1
"3460",23,"Misdemeanor","Caucasian","Less than 25","Female",2,6,0
"3462",46,"Felony","Caucasian","Greater than 45","Female",1,2,0
"3464",45,"Felony","Caucasian","Greater than 45","Male",7,2,0
"3466",24,"Misdemeanor","Caucasian","Less than 25","Female",3,5,1
"3468",49,"Felony","Caucasian","Greater than 45","Male",3,4,0
"3470",52,"Felony","Caucasian","Greater than 45","Female",1,1,0
"3481",38,"Misdemeanor","Caucasian","25 - 45","Male",2,2,0
"3485",44,"Misdemeanor","Caucasian","25 - 45","Female",0,1,1
"3486",64,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,0
"3487",38,"Misdemeanor","Caucasian","25 - 45","Male",5,5,1
"3494",33,"Misdemeanor","Caucasian","25 - 45","Male",2,2,0
"3495",54,"Misdemeanor","Caucasian","Greater than 45","Female",0,1,0
"3498",34,"Felony","Caucasian","25 - 45","Male",3,1,0
"3499",38,"Felony","Caucasian","25 - 45","Male",2,3,1
"3503",45,"Misdemeanor","Caucasian","Greater than 45","Male",1,1,0
"3504",30,"Felony","Caucasian","25 - 45","Male",1,8,1
"3506",51,"Misdemeanor","Caucasian","Greater than 45","Female",0,1,1
"3508",27,"Felony","Caucasian","25 - 45","Male",1,3,0
"3512",27,"Felony","Caucasian","25 - 45","Male",5,4,0
"3515",34,"Felony","Caucasian","25 - 45","Female",0,3,1
"3517",32,"Misdemeanor","Caucasian","25 - 45","Male",0,1,0
"3518",38,"Felony","Caucasian","25 - 45","Female",5,6,1
"3522",25,"Felony","Caucasian","25 - 45","Female",6,7,0
"3530",20,"Felony","Caucasian","Less than 25","Male",0,6,1
"3532",36,"Felony","Caucasian","25 - 45","Male",9,6,1
"3535",29,"Felony","Caucasian","25 - 45","Male",3,6,1
